age,income,loan_amount,credit_history_years,num_accounts,employment_type,education,target
58,84429.44,19009.53,2,7,employed,secondary,0
45,61564.58,9931.18,5,5,self_employed,master,1
60,71005.26,16410.3,8,4,employed,secondary,1
29,95218.05,4297.88,4,3,unemployed,bachelor,0
55,98968.53,13961.38,6,3,employed,bachelor,0
20,58760.66,1000.0,8,8,employed,secondary,1
23,49352.44,2455.07,14,4,employed,secondary,1
62,41600.4,12421.51,4,7,employed,master,0
42,79539.28,34000.95,1,4,employed,secondary,1
50,32564.49,1000.0,13,5,employed,secondary,1
49,54948.52,5051.36,8,6,employed,bachelor,1
54,62053.8,16734.2,7,5,employed,secondary,1
30,49939.95,29155.38,10,7,employed,bachelor,1
27,65596.41,16617.38,14,9,employed,phd,1
20,111290.27,20617.13,1,8,self_employed,bachelor,0
62,57568.03,12299.17,12,9,employed,bachelor,1
29,51291.89,10915.03,9,1,self_employed,bachelor,1
47,80306.64,15657.47,8,7,employed,phd,1
41,64791.67,9733.68,12,7,employed,master,1
26,88786.72,20794.15,4,4,unemployed,master,1
39,63293.75,2149.82,11,3,unemployed,secondary,1
22,55031.54,22119.9,8,1,employed,secondary,0
27,24325.5,15314.5,14,8,employed,secondary,0
25,27605.31,13282.23,7,8,unemployed,secondary,0
60,23286.03,1856.12,10,1,employed,secondary,1
47,67586.78,7161.69,7,6,employed,master,1
66,32755.01,24589.21,5,5,employed,secondary,1
40,85111.55,13331.21,5,2,employed,secondary,1
28,60604.93,17227.19,13,5,self_employed,master,1
49,55116.26,7963.74,12,8,self_employed,phd,1
66,43122.9,14767.56,3,3,employed,secondary,1
45,72445.17,4022.78,12,7,employed,secondary,1
18,43910.04,15799.06,8,9,employed,master,1
33,40292.44,17965.13,1,5,self_employed,phd,0
66,83767.0,17564.92,11,1,unemployed,bachelor,1
44,67092.42,7771.32,2,3,employed,bachelor,0
67,55301.41,12263.59,13,2,self_employed,bachelor,1
44,72828.66,19297.55,6,4,employed,master,1
18,60178.64,13308.5,13,6,employed,secondary,1
63,67660.26,12701.56,7,2,employed,bachelor,1
57,43663.04,30227.74,1,5,employed,master,0
55,101407.97,7392.09,11,9,employed,bachelor,1
68,48407.6,23643.35,10,3,self_employed,secondary,1
28,91120.33,5762.55,4,8,employed,master,1
65,56222.62,20238.25,3,3,employed,bachelor,1
30,76141.94,20665.22,12,6,unemployed,secondary,1
68,74684.47,10917.08,11,2,self_employed,secondary,1
27,82937.04,5260.19,4,3,employed,secondary,1
46,43187.53,1000.0,10,8,employed,phd,1
59,81512.71,10079.09,3,6,self_employed,secondary,1
22,96928.8,19209.75,2,6,employed,master,0
21,54826.14,6378.97,9,5,employed,bachelor,1
62,60694.12,15775.59,12,3,employed,master,1
21,49531.07,3188.56,13,9,employed,phd,1
49,53071.27,13128.89,6,4,self_employed,phd,1
66,94228.46,5823.65,2,1,self_employed,master,1
49,39915.31,14376.16,8,9,employed,bachelor,1
43,41157.62,10991.36,10,1,unemployed,secondary,1
39,92218.02,5477.07,14,8,employed,secondary,1
51,72490.97,9729.01,1,3,self_employed,bachelor,0
47,102407.4,7526.75,9,1,employed,secondary,0
44,50991.23,4488.6,7,2,employed,bachelor,0
25,62525.62,23661.97,8,6,employed,secondary,1
52,46786.46,12118.6,1,5,self_employed,master,1
56,62866.02,1000.0,0,2,employed,secondary,0
54,24518.07,10013.75,9,3,employed,secondary,1
21,73699.09,22317.69,2,2,employed,bachelor,0
54,66469.48,8909.13,9,6,employed,bachelor,1
55,58848.91,26981.95,0,8,employed,master,1
27,52192.71,8146.7,12,3,employed,bachelor,0
62,42104.92,19027.26,4,9,employed,master,0
45,74554.26,23293.11,6,4,unemployed,secondary,0
42,36578.2,18601.55,5,1,self_employed,secondary,0
55,70237.92,4004.05,6,3,employed,bachelor,1
44,101489.03,7460.25,7,8,employed,secondary,1
46,89710.43,24360.57,9,8,employed,master,0
34,29897.44,8563.11,10,7,employed,master,1
66,49265.24,22805.41,14,4,self_employed,secondary,0
68,68429.01,11557.72,2,7,employed,master,0
24,58594.36,16131.5,13,7,unemployed,bachelor,0
56,32011.89,3911.14,9,8,employed,secondary,0
19,67706.32,10133.86,4,6,unemployed,bachelor,0
37,59799.66,7997.55,13,5,self_employed,bachelor,0
68,98286.51,16804.8,10,9,self_employed,phd,1
27,54935.43,15745.58,2,9,unemployed,secondary,1
37,83360.07,18701.2,2,5,employed,bachelor,1
29,34658.23,11075.82,9,2,employed,secondary,1
55,39439.81,7558.16,10,4,employed,secondary,1
42,74433.24,16461.83,0,5,self_employed,bachelor,1
48,81674.62,6763.29,9,7,unemployed,master,1
67,40852.15,23627.38,7,3,employed,bachelor,0
45,60481.55,14083.82,14,1,self_employed,master,1
56,32368.42,12390.92,11,8,employed,secondary,0
23,56375.6,18697.4,13,9,employed,bachelor,1
29,76738.46,14389.08,0,1,employed,secondary,1
67,51300.83,1735.59,11,3,employed,master,0
62,55019.31,6508.56,5,4,employed,secondary,1
52,37404.09,23461.67,8,7,self_employed,secondary,1
37,47032.83,15671.07,13,7,employed,master,1
28,95162.22,1547.46,13,4,employed,bachelor,0
62,61458.5,17816.9,3,3,employed,bachelor,0
58,39953.84,10525.93,3,4,employed,phd,1
30,53704.56,8004.0,10,3,self_employed,bachelor,1
48,28051.45,5841.02,13,4,unemployed,bachelor,1
50,39716.81,22999.44,9,3,employed,phd,1
42,87206.79,1000.0,0,1,self_employed,bachelor,1
66,57150.35,8299.74,2,7,self_employed,secondary,1
24,97814.6,15961.01,11,8,self_employed,master,1
31,58093.04,27626.9,11,3,employed,bachelor,0
22,59280.43,19430.87,13,4,employed,master,1
54,72817.88,8231.8,7,4,self_employed,bachelor,1
51,10000.0,27234.83,6,1,employed,secondary,0
69,64098.79,4159.01,1,5,employed,master,1
46,59020.27,17122.69,11,5,employed,secondary,1
25,89720.78,18902.28,14,9,employed,master,1
41,79293.59,7951.08,0,4,employed,master,0
22,37326.17,20580.74,7,8,unemployed,phd,1
52,84842.77,10888.88,5,4,employed,secondary,0
53,54753.71,20561.14,11,2,employed,bachelor,0
62,41910.94,1000.0,11,4,unemployed,secondary,1
35,63942.07,17679.81,3,8,employed,bachelor,1
34,55944.61,11703.15,14,3,employed,bachelor,1
21,90769.31,24197.63,2,8,self_employed,bachelor,1
39,66812.44,14648.15,11,6,unemployed,bachelor,1
42,64113.18,24993.84,11,7,self_employed,phd,1
57,78012.94,19060.9,2,7,employed,secondary,1
57,81857.43,13979.93,10,5,employed,bachelor,1
25,75672.1,21301.35,4,6,self_employed,bachelor,0
32,88389.27,21352.47,4,1,unemployed,secondary,1
44,72173.65,18775.28,1,7,employed,bachelor,1
35,63353.03,1000.0,11,7,unemployed,bachelor,1
19,84783.44,7139.52,12,1,self_employed,bachelor,0
61,58182.08,26072.85,7,5,employed,bachelor,1
56,60664.93,4952.43,11,5,employed,master,1
45,94431.54,22059.69,5,3,employed,phd,1
34,92438.48,20651.62,8,1,unemployed,secondary,0
61,59836.48,9193.98,11,1,employed,bachelor,1
19,50928.97,1000.0,6,2,self_employed,master,1
41,89263.47,10448.7,9,3,employed,secondary,1
59,76008.37,31624.12,2,2,self_employed,bachelor,0
67,66311.63,8093.78,7,6,employed,bachelor,1
31,53562.55,8645.94,12,4,unemployed,secondary,1
51,66633.93,7019.34,11,2,employed,bachelor,1
27,59565.83,24718.28,4,1,self_employed,master,1
24,46713.24,13056.67,8,6,self_employed,secondary,1
36,62580.85,9992.75,9,9,employed,secondary,1
64,65308.48,26307.79,14,8,unemployed,master,1
53,52492.1,19635.95,12,7,employed,master,0
43,78076.51,7645.68,12,3,unemployed,bachelor,1
32,85776.65,5211.33,11,7,employed,bachelor,1
25,79397.95,24265.36,5,1,self_employed,secondary,1
32,54475.03,15134.31,5,2,unemployed,master,0
25,75116.43,2607.49,6,2,unemployed,secondary,0
27,61559.23,1000.0,6,2,employed,master,1
53,35285.08,6071.69,14,4,employed,master,1
24,73454.59,5084.12,13,1,self_employed,secondary,1
20,62922.63,1000.0,13,8,employed,bachelor,1
46,111870.96,6203.94,9,7,unemployed,master,1
32,89145.42,7647.36,2,6,employed,master,1
41,74223.0,11298.55,2,2,employed,bachelor,0
25,64983.41,28543.28,4,8,self_employed,secondary,1
28,63274.45,12865.25,9,1,employed,bachelor,1
40,39926.21,13659.4,5,9,employed,bachelor,1
53,25220.26,19074.04,9,7,employed,bachelor,1
39,42548.82,13101.46,13,2,unemployed,secondary,0
46,59045.66,18201.22,5,2,employed,master,1
45,17889.21,17244.92,13,7,unemployed,bachelor,1
31,49113.56,15980.71,7,8,employed,secondary,0
32,55047.74,37131.73,12,5,employed,secondary,0
40,55691.47,22289.01,0,1,employed,secondary,0
19,46765.53,6346.22,4,5,employed,bachelor,1
53,53169.72,17961.78,13,5,employed,secondary,1
49,94477.88,8666.11,13,3,employed,bachelor,1
33,73242.91,18570.01,8,9,employed,secondary,0
37,48793.98,3998.5,0,4,self_employed,secondary,1
35,58633.04,6137.76,0,3,employed,secondary,1
51,59433.73,17751.26,6,7,employed,bachelor,1
57,44640.89,22981.35,13,6,employed,bachelor,1
23,44617.4,19021.15,5,6,employed,bachelor,1
39,80210.48,21832.94,13,5,self_employed,bachelor,1
18,51604.31,17990.55,8,3,self_employed,bachelor,0
41,38106.07,16379.97,2,3,self_employed,bachelor,0
30,59137.19,10970.45,8,2,employed,secondary,0
35,62360.2,21504.01,5,2,employed,bachelor,0
41,20545.92,23199.03,3,6,self_employed,secondary,1
34,59185.07,14495.07,10,4,unemployed,bachelor,0
38,77359.6,14064.59,3,7,employed,bachelor,1
57,69024.59,27731.25,13,8,employed,master,1
60,104595.9,14836.63,12,6,self_employed,bachelor,1
18,85022.19,15605.49,11,1,unemployed,bachelor,0
37,88978.68,18873.81,1,1,employed,secondary,1
62,116001.72,14217.55,14,3,employed,phd,1
45,75163.13,8437.28,7,3,self_employed,secondary,1
28,63261.4,18023.72,10,1,self_employed,secondary,1
48,79474.81,14689.96,2,8,employed,secondary,0
25,48815.27,29738.0,11,4,employed,phd,1
19,62153.73,21307.59,4,7,employed,master,0
50,47045.45,10236.14,10,2,self_employed,secondary,0
44,67959.69,20832.48,4,1,self_employed,secondary,0
57,46961.82,17462.93,13,2,employed,master,1
35,46261.43,25475.41,10,5,employed,secondary,0
62,68269.47,10804.37,6,5,self_employed,secondary,1
39,57245.77,16509.41,6,4,employed,bachelor,0
56,21449.58,14207.25,0,9,employed,bachelor,1
23,30888.86,15467.84,4,6,employed,bachelor,0
23,37054.67,7918.41,11,7,employed,bachelor,1
58,42340.56,19607.29,12,2,self_employed,bachelor,0
61,68288.47,18343.71,14,5,employed,bachelor,1
67,64378.78,25281.79,1,6,self_employed,secondary,0
34,81305.59,14919.79,3,6,self_employed,secondary,1
19,75056.04,11705.28,11,9,employed,master,1
68,81438.06,21314.36,5,5,unemployed,secondary,0
49,72167.92,8646.36,3,4,employed,bachelor,0
30,64193.59,23679.88,4,9,self_employed,secondary,0
57,81987.03,23662.74,13,4,employed,secondary,1
65,78388.26,25058.23,12,6,unemployed,bachelor,0
32,67521.91,18012.98,0,1,employed,secondary,0
58,85421.44,11108.03,12,2,employed,bachelor,0
58,13084.24,15873.5,8,1,employed,bachelor,1
44,54190.74,18040.55,12,4,employed,master,1
50,53884.19,10518.87,9,9,employed,bachelor,0
32,83053.66,25664.93,10,1,employed,secondary,0
66,91427.9,19640.67,8,9,employed,master,1
69,30996.41,7862.22,11,8,employed,master,1
69,88223.34,30062.99,12,1,self_employed,secondary,1
56,36571.1,15779.11,7,1,employed,bachelor,1
20,37175.7,6247.18,1,9,employed,bachelor,1
37,55314.29,8357.97,1,6,unemployed,bachelor,0
41,53635.87,26902.27,6,2,self_employed,secondary,0
67,28831.65,29599.88,7,9,employed,secondary,0
46,72997.56,23075.88,12,6,employed,secondary,1
45,73588.05,25554.47,0,6,employed,secondary,1
25,81080.83,24732.92,13,7,employed,bachelor,1
59,51330.89,19455.33,0,2,unemployed,master,0
35,59208.35,17632.33,7,4,employed,bachelor,0
22,59391.46,19318.91,6,2,unemployed,bachelor,0
69,93759.91,20888.12,8,5,self_employed,secondary,1
27,10000.0,9067.22,0,9,unemployed,bachelor,0
18,40861.11,20855.67,11,6,employed,master,1
22,60110.82,26668.93,2,7,self_employed,master,1
41,38288.6,13349.02,11,2,self_employed,bachelor,0
23,54833.59,12494.02,8,5,self_employed,bachelor,1
61,57478.49,18812.37,13,9,employed,secondary,1
44,46846.28,9802.74,14,1,employed,phd,1
34,61289.38,4465.45,12,2,employed,secondary,1
18,72562.99,24181.75,6,7,employed,secondary,0
42,55274.67,11392.39,6,1,unemployed,bachelor,0
25,50936.11,15147.59,9,2,self_employed,secondary,0
68,56684.7,10119.0,9,9,employed,secondary,1
33,59851.27,25214.04,11,1,employed,master,0
42,25193.61,21825.41,7,4,employed,secondary,1
18,69231.08,13074.08,6,3,self_employed,secondary,1
24,50979.98,5560.82,1,4,unemployed,secondary,0
28,85230.7,12224.56,2,3,employed,secondary,1
20,71821.07,19561.22,12,3,employed,phd,0
55,83401.33,16509.09,14,7,unemployed,bachelor,1
67,39779.92,15872.78,9,1,self_employed,master,0
69,52572.27,16693.59,5,2,unemployed,master,0
31,35150.83,21070.37,0,3,employed,bachelor,0
59,45896.18,14665.13,0,8,employed,bachelor,1
44,85042.11,18600.11,10,4,self_employed,bachelor,1
20,89749.81,7104.65,9,1,employed,bachelor,1
22,37037.33,35430.81,4,5,self_employed,bachelor,0
46,50834.45,12729.13,2,6,self_employed,bachelor,1
40,58476.09,16628.74,1,5,employed,bachelor,0
18,71712.11,19531.72,10,1,employed,bachelor,1
66,24803.79,11713.68,9,8,self_employed,secondary,1
55,27940.0,15062.6,4,8,unemployed,bachelor,0
44,69792.52,14965.4,10,9,employed,bachelor,1
69,21019.23,7687.7,12,9,self_employed,bachelor,1
68,51064.05,18508.72,7,3,employed,bachelor,0
68,63241.84,1806.23,3,4,unemployed,master,0
31,68313.32,29021.67,0,9,self_employed,master,0
63,57165.64,21343.77,11,5,employed,secondary,1
44,52684.87,20112.98,8,8,self_employed,bachelor,0
55,76891.42,1106.86,5,6,self_employed,secondary,1
62,65704.12,8659.77,0,9,self_employed,secondary,0
26,47059.67,26114.76,12,1,employed,secondary,1
41,60754.46,48209.93,13,7,self_employed,master,1
24,67663.38,24557.54,7,8,self_employed,master,0
32,94364.74,23295.55,4,2,employed,secondary,0
39,75726.47,19199.79,9,7,employed,master,1
62,84291.14,8220.02,13,2,unemployed,bachelor,1
62,47787.85,22961.39,8,9,self_employed,master,1
38,49516.34,6190.34,0,9,employed,bachelor,0
35,55292.4,5315.32,2,1,unemployed,bachelor,0
45,57128.55,4811.77,1,5,employed,bachelor,1
65,39839.5,22805.78,6,4,self_employed,secondary,1
68,85318.67,14540.69,6,9,employed,secondary,1
29,77667.03,15806.86,8,3,employed,bachelor,1
27,53886.44,14876.77,11,7,unemployed,master,1
54,72834.21,5994.27,1,2,self_employed,bachelor,0
33,64457.98,9634.15,14,2,employed,master,1
28,74396.56,10036.59,3,9,unemployed,secondary,1
19,33113.86,3757.83,7,4,unemployed,master,1
38,57086.78,10966.32,3,7,self_employed,master,1
38,58839.23,6349.55,5,9,employed,bachelor,1
47,72472.84,19621.41,12,9,employed,bachelor,1
28,47431.25,20287.77,0,1,self_employed,secondary,0
55,10001.39,4650.89,7,3,unemployed,secondary,1
53,38366.01,12626.95,8,7,employed,secondary,0
42,58779.04,29848.48,8,9,employed,bachelor,1
27,61277.68,7153.9,5,9,employed,master,1
44,93674.96,18413.1,5,7,employed,secondary,1
53,71654.93,15844.18,13,1,self_employed,master,1
37,61630.61,23743.1,3,7,employed,master,1
31,59352.17,17363.73,7,3,self_employed,bachelor,1
44,82083.67,11549.64,5,8,self_employed,phd,1
36,48197.79,15534.11,11,5,employed,master,1
38,57194.32,15650.96,12,2,unemployed,secondary,0
36,38214.84,14266.44,12,8,employed,phd,1
33,88378.12,4447.11,1,9,employed,bachelor,0
55,67849.98,24944.71,1,5,employed,secondary,0
41,45849.53,23531.47,5,8,employed,secondary,1
42,57710.9,6646.49,6,1,employed,bachelor,0
51,70193.02,12594.19,0,3,unemployed,phd,0
36,54985.62,13199.31,13,2,employed,bachelor,1
23,49310.59,5747.85,13,3,employed,bachelor,1
62,46914.53,1000.0,6,4,self_employed,secondary,1
20,66779.24,9635.26,11,4,unemployed,master,1
47,52838.91,12148.78,8,3,employed,secondary,1
31,50924.85,3470.13,9,5,employed,bachelor,1
29,33278.76,16415.82,13,2,employed,bachelor,0
20,61552.81,24302.85,1,4,employed,secondary,0
64,56375.53,21736.93,3,8,employed,master,1
40,53567.03,13986.51,6,6,self_employed,phd,1
35,63975.41,1000.0,13,1,employed,bachelor,1
56,74960.05,20725.62,8,3,employed,bachelor,1
20,74031.31,16171.14,5,8,self_employed,master,1
47,71054.57,18394.81,0,2,employed,secondary,0
43,55186.59,30488.82,8,9,employed,secondary,1
46,48660.03,8401.51,4,3,self_employed,bachelor,1
24,39121.69,1000.0,4,6,employed,bachelor,1
67,48136.87,6572.36,14,5,employed,bachelor,1
30,60393.0,18888.36,7,6,employed,bachelor,1
53,44274.28,15215.41,2,8,employed,bachelor,1
56,61921.14,5274.91,0,2,self_employed,secondary,0
35,40690.87,3642.26,5,4,employed,secondary,1
24,26780.16,12163.13,0,6,employed,secondary,1
33,76388.12,5031.24,6,3,employed,bachelor,1
59,50511.71,19165.07,6,4,employed,master,0
65,43259.33,11708.58,13,8,self_employed,master,1
66,38123.06,9983.06,5,3,unemployed,bachelor,0
29,68460.72,8933.79,4,2,employed,bachelor,0
49,87498.15,17104.98,9,6,employed,secondary,0
25,51938.52,15340.87,9,1,self_employed,bachelor,0
54,55688.73,16615.66,0,1,employed,master,1
39,81432.64,16441.04,1,8,employed,secondary,1
55,23791.09,14422.44,2,3,unemployed,master,0
53,99337.37,6734.96,11,2,employed,secondary,1
69,108882.01,9156.96,3,6,employed,secondary,1
43,10000.0,11842.6,14,5,employed,bachelor,0
35,58049.94,31521.56,6,5,employed,master,0
45,45621.06,4209.31,14,4,employed,bachelor,1
26,54704.56,11648.19,3,2,employed,master,0
23,51632.3,15786.14,6,8,self_employed,master,1
44,76235.18,12573.34,2,1,employed,bachelor,1
60,57748.6,23591.76,12,5,unemployed,secondary,0
45,41781.86,12532.02,8,3,employed,bachelor,0
58,56556.3,13123.67,1,6,employed,bachelor,0
27,70295.68,21517.03,11,5,employed,bachelor,1
41,36325.57,29485.69,13,4,employed,bachelor,0
49,27075.33,26259.99,10,5,self_employed,bachelor,1
36,99854.86,13906.77,12,3,employed,secondary,1
18,47151.47,14603.89,4,2,employed,secondary,0
21,57252.94,15373.75,6,9,employed,bachelor,0
66,52044.09,16176.0,12,6,employed,master,1
49,70961.75,8221.22,9,6,employed,master,1
31,95455.8,22492.75,9,9,employed,phd,1
31,71598.68,16652.87,11,9,employed,bachelor,0
20,29632.7,14641.15,9,6,self_employed,secondary,1
67,32317.53,4830.84,1,8,self_employed,bachelor,1
23,52020.7,15498.29,3,5,employed,master,0
57,54635.34,1000.0,11,3,employed,bachelor,1
30,25560.97,10346.81,3,6,employed,bachelor,0
35,76386.82,10495.22,9,9,employed,bachelor,1
32,38273.59,17295.96,7,8,employed,secondary,1
60,89866.03,30038.8,9,5,employed,secondary,1
19,96412.65,19575.26,3,9,unemployed,secondary,1
36,55034.93,26587.22,4,2,self_employed,bachelor,1
32,68779.45,20161.7,10,1,employed,master,1
32,35361.06,24000.43,2,4,employed,secondary,0
28,72473.53,29857.02,4,2,employed,secondary,0
65,50036.15,9145.31,14,9,employed,master,1
37,38255.29,8623.16,2,2,employed,master,0
39,54213.3,20350.49,8,5,employed,bachelor,0
38,50685.04,14970.57,2,7,employed,bachelor,0
68,53496.81,16762.83,10,1,employed,bachelor,1
35,78993.6,13010.66,1,1,self_employed,bachelor,1
35,44293.85,10229.93,8,5,employed,master,1
35,94700.46,27966.12,6,9,unemployed,secondary,1
35,33498.81,6201.11,10,1,employed,master,0
22,92308.61,20491.14,0,1,employed,bachelor,0
49,39669.79,19193.83,7,9,employed,bachelor,0
19,59979.74,2367.89,8,6,employed,secondary,1
29,50196.08,8353.76,3,7,employed,master,1
28,53125.43,9698.48,4,3,employed,bachelor,1
33,76027.14,19516.67,10,3,employed,bachelor,0
57,89996.54,12063.72,8,5,employed,bachelor,1
49,83810.49,14315.28,8,2,employed,secondary,1
69,51902.87,3338.82,14,4,self_employed,secondary,1
36,63685.1,33607.29,6,9,self_employed,secondary,1
66,44358.44,15569.56,13,7,self_employed,secondary,0
20,40168.99,18992.01,14,8,unemployed,bachelor,0
44,37073.98,10675.0,8,5,employed,bachelor,1
59,51248.53,9778.98,3,8,unemployed,bachelor,1
45,64992.11,30301.48,6,4,employed,bachelor,0
66,21763.7,1000.0,0,6,employed,secondary,0
34,59072.93,17229.18,10,7,self_employed,bachelor,0
19,90320.5,5307.97,4,8,employed,bachelor,1
58,82438.22,11759.99,13,9,employed,bachelor,1
21,48296.32,9895.24,9,1,employed,secondary,0
57,32062.54,7112.18,7,8,employed,master,1
56,69196.61,15283.53,2,7,employed,master,0
61,13651.43,1000.0,1,7,self_employed,master,1
42,82203.08,12476.09,10,1,employed,bachelor,1
64,55728.25,14277.68,11,5,employed,bachelor,1
26,96626.01,4125.79,3,9,employed,master,1
40,25460.69,27105.75,0,9,unemployed,master,1
24,78362.92,10244.33,4,3,unemployed,master,0
57,57989.82,13100.13,11,5,self_employed,master,0
55,53378.99,10262.25,8,8,employed,master,1
59,32603.13,14347.47,1,9,employed,bachelor,1
57,71914.96,25465.15,1,3,employed,secondary,1
34,73522.75,34784.13,1,8,self_employed,bachelor,1
21,95702.56,20965.11,11,8,employed,bachelor,0
66,80161.01,23703.95,11,2,self_employed,master,1
43,48122.09,28731.42,6,1,employed,bachelor,0
22,39922.75,16990.97,10,1,unemployed,bachelor,0
66,32630.17,27562.01,0,2,employed,phd,0
69,89464.49,21339.21,8,7,employed,bachelor,1
41,44436.51,16151.9,4,4,employed,secondary,0
58,89604.6,17802.73,12,7,employed,bachelor,1
19,70501.44,1000.0,7,1,unemployed,bachelor,0
22,66598.06,17336.95,12,6,employed,secondary,1
32,53862.63,2650.02,8,7,unemployed,bachelor,0
52,73213.46,1997.85,6,9,employed,phd,1
24,59690.58,16543.03,14,3,employed,secondary,1
19,52615.73,6087.37,14,5,employed,bachelor,1
52,73920.1,14943.09,6,5,employed,bachelor,1
58,57120.56,16107.48,5,4,self_employed,bachelor,1
56,44033.3,16464.4,9,6,employed,bachelor,1
59,71996.54,7767.03,2,6,employed,bachelor,0
59,58720.29,22189.46,5,8,employed,bachelor,1
49,69778.2,14286.12,12,1,self_employed,phd,1
45,50922.8,18528.61,13,2,unemployed,secondary,0
62,35817.57,5428.48,6,6,self_employed,bachelor,1
36,94701.48,13573.38,5,6,employed,master,1
23,90932.23,23778.36,13,9,employed,secondary,1
57,77675.7,22761.42,3,7,employed,master,0
32,52243.79,8621.66,0,1,unemployed,bachelor,0
68,53993.64,10635.53,1,5,employed,secondary,1
39,87646.55,7090.51,1,8,unemployed,secondary,0
62,52923.4,9748.7,13,8,self_employed,secondary,1
20,47348.88,3807.46,0,8,self_employed,master,1
52,97444.69,13894.59,4,5,self_employed,bachelor,0
41,59046.45,20065.11,9,1,employed,master,0
42,95368.51,8719.58,9,2,employed,master,1
31,32032.16,14275.15,12,8,employed,bachelor,1
68,70363.7,13236.01,14,4,employed,master,1
38,101421.65,23440.95,6,7,self_employed,master,1
62,60595.01,10107.27,3,1,employed,secondary,1
40,54719.91,10398.27,1,5,unemployed,master,0
20,36644.96,8231.83,13,9,unemployed,master,1
63,81646.86,5899.92,5,3,employed,bachelor,1
27,44597.44,19233.48,13,1,employed,secondary,1
32,58103.83,13919.11,5,3,employed,secondary,1
62,35309.95,15438.48,11,1,employed,phd,1
64,91137.89,25197.13,9,6,self_employed,bachelor,0
65,83097.71,25656.65,10,2,self_employed,master,1
40,59368.31,1830.13,9,3,self_employed,master,1
57,36917.02,20182.68,4,6,employed,secondary,0
35,90718.14,16805.18,1,3,self_employed,phd,0
56,52681.37,11307.27,0,6,self_employed,bachelor,0
44,37895.9,17621.47,6,9,unemployed,bachelor,0
20,24757.64,1188.93,13,9,self_employed,secondary,1
39,47080.7,26701.14,9,7,self_employed,secondary,1
42,30907.24,19119.55,10,9,employed,bachelor,0
31,47543.58,8078.42,3,7,self_employed,secondary,0
37,74888.17,10316.72,7,1,employed,secondary,1
44,52492.0,1374.83,6,9,employed,secondary,0
20,67113.87,12488.34,2,6,employed,bachelor,0
25,45533.31,11138.14,9,1,employed,master,0
57,61303.38,4399.12,5,6,employed,secondary,1
36,98418.02,21213.62,6,3,employed,secondary,1
49,53030.28,25214.38,8,5,self_employed,bachelor,1
47,67688.59,14781.12,0,6,self_employed,bachelor,1
46,28689.46,12554.82,14,1,unemployed,bachelor,1
39,90402.12,18479.88,3,4,self_employed,phd,1
43,50455.87,14842.89,10,1,employed,secondary,0
60,81010.67,6342.57,11,2,self_employed,bachelor,1
68,57536.39,9778.58,2,2,employed,master,1
31,72231.59,12628.51,3,8,employed,bachelor,1
52,73420.25,16985.49,6,4,unemployed,bachelor,0
68,50951.19,15074.69,12,1,unemployed,master,0
18,81838.13,16682.96,9,7,employed,secondary,1
58,44820.3,2801.38,7,5,self_employed,secondary,1
43,75558.68,20321.74,12,2,employed,secondary,1
68,52195.89,15027.33,7,6,unemployed,master,0
48,66991.16,35421.67,13,3,self_employed,master,0
61,50760.14,11898.93,11,6,employed,secondary,0
26,60999.52,17587.67,2,9,self_employed,bachelor,1
25,38506.13,37633.75,5,3,employed,bachelor,0
66,64951.14,16552.73,0,7,employed,secondary,1
45,60883.76,14458.96,3,1,self_employed,master,1
47,49196.93,7104.62,0,4,self_employed,bachelor,0
26,58899.44,27226.13,1,9,employed,master,0
29,62680.09,5727.19,0,1,self_employed,master,0
60,47672.86,18416.97,10,9,employed,secondary,1
33,57424.83,11211.56,6,1,employed,bachelor,1
48,39888.96,13485.31,7,5,self_employed,bachelor,0
34,106914.66,3608.54,11,2,employed,secondary,1
31,81182.37,25745.02,12,1,employed,secondary,0
26,65461.88,12777.62,7,4,unemployed,master,0
66,83442.26,5279.28,6,6,self_employed,bachelor,1
66,20414.95,25021.52,9,7,employed,bachelor,1
23,10000.0,10966.91,6,3,employed,secondary,0
36,52014.18,17676.86,6,5,unemployed,bachelor,0
47,32428.72,21731.33,4,2,unemployed,bachelor,0
37,55267.89,18792.27,2,7,employed,secondary,1
55,64113.13,1000.0,2,2,employed,secondary,1
31,78408.29,20562.85,9,8,employed,bachelor,1
21,37234.72,14195.09,12,2,employed,bachelor,0
35,67992.61,12367.77,6,6,employed,secondary,1
49,60287.79,14127.4,1,3,self_employed,master,1
27,66950.19,2119.74,9,9,self_employed,secondary,1
60,49604.56,16537.37,13,3,unemployed,master,1
18,87662.7,4084.87,7,9,employed,secondary,1
21,57929.83,12713.28,0,8,employed,bachelor,0
44,95483.64,16250.12,1,5,employed,bachelor,1
44,44192.23,23592.3,7,5,employed,bachelor,1
33,74856.55,8443.09,12,4,employed,phd,1
31,58806.63,26612.7,0,4,unemployed,secondary,0
21,53445.15,22574.83,11,5,employed,secondary,1
52,72646.31,11564.72,11,2,self_employed,secondary,1
37,54016.53,6130.01,0,3,employed,bachelor,1
24,10000.0,3449.47,3,8,employed,master,0
38,10000.0,17174.03,0,9,unemployed,secondary,0
66,85448.44,9101.73,8,1,unemployed,master,1
31,84605.17,24594.85,2,7,employed,bachelor,0
64,97746.82,9563.81,13,3,unemployed,master,1
31,59649.44,7794.63,1,6,employed,bachelor,0
27,34147.3,16869.01,9,6,self_employed,phd,1
